,age,gender,number_of_promotions,overtime,distance_from_home,number_of_dependents,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,attrition,years_at_company_log,monthly_income_capped,job_role_Finance,job_role_Healthcare,job_role_Media,job_role_Technology,work-life_balance_Fair,work-life_balance_Good,work-life_balance_Poor,job_satisfaction_Low,job_satisfaction_Medium,job_satisfaction_Very High,performance_rating_Below Average,performance_rating_High,performance_rating_Low,education_level_Bachelor’s Degree,education_level_High School,education_level_Master’s Degree,education_level_PhD,marital_status_Married,marital_status_Single,job_level_Mid,job_level_Senior,company_size_Medium,company_size_Small,company_reputation_Fair,company_reputation_Good,company_reputation_Poor,employee_recognition_Low,employee_recognition_Medium,employee_recognition_Very High
11,29,0,2,0,26,0,38,0,0,0,0,1.9459101490553132,8950.0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,True,False
12,47,0,1,0,78,0,68,0,0,0,0,3.6635616461296463,9039.0,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False
13,31,1,4,1,30,2,84,0,0,0,1,3.1354942159291497,8090.0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False
14,40,0,0,0,98,0,96,0,0,0,1,3.4339872044851463,6350.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False
15,40,0,0,0,48,0,21,1,0,0,0,1.6094379124341003,5176.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False
16,19,0,2,1,17,3,63,0,0,0,0,2.302585092994046,8242.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,False,False
17,33,0,1,1,86,0,19,0,0,0,1,0.6931471805599453,8733.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False,True,False,True,False,False
18,49,0,2,0,60,4,70,0,0,0,1,3.6375861597263857,6252.0,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False
19,29,1,0,0,10,0,76,0,0,0,1,2.302585092994046,7538.0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,False,False
20,51,0,2,1,18,3,72,0,0,0,1,3.7376696182833684,8733.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False
21,57,0,0,0,95,1,95,0,0,0,1,3.5263605246161616,8201.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True,False
22,39,0,1,0,23,0,20,0,0,0,0,0.6931471805599453,8079.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False
23,36,1,0,0,16,1,40,0,0,0,0,2.6390573296152584,5874.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,False,False,False
24,54,1,0,1,63,0,60,0,0,0,0,1.791759469228055,4656.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
25,48,1,1,0,92,0,23,0,0,1,0,2.302585092994046,4987.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
26,23,1,0,0,86,1,83,0,0,1,1,2.6390573296152584,12507.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,True,False,False,True,False,True,False,False
27,45,0,1,1,30,1,67,1,0,0,1,3.091042453358316,7571.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False
28,48,1,0,1,48,0,84,0,0,0,1,3.4965075614664802,3535.0,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,False,True,False,False
29,45,0,0,1,58,4,91,1,0,0,1,3.5553480614894135,8330.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False
30,24,1,0,1,55,2,28,0,0,1,1,2.4849066497880004,6334.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False
31,42,1,1,0,31,2,27,0,0,0,1,0.6931471805599453,8874.0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True
32,53,1,1,0,92,0,55,0,1,0,0,3.8066624897703196,7364.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
33,39,1,0,0,16,0,28,0,0,0,0,3.1354942159291497,5556.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
34,37,1,0,0,55,0,54,0,0,1,1,1.0986122886681098,9293.0,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False
35,37,1,0,1,32,1,71,0,1,1,1,1.9459101490553132,7701.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False
36,31,1,2,0,82,2,46,0,0,1,0,2.9444389791664403,5105.0,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True
37,37,1,2,0,8,2,86,1,0,0,1,2.302585092994046,8632.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False
38,45,0,2,1,74,4,70,0,0,1,1,3.332204510175204,5315.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
39,57,0,2,1,3,3,47,0,0,0,1,3.1780538303479458,5938.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
40,42,0,0,0,5,4,69,0,0,0,0,1.0986122886681098,6213.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
41,31,0,0,0,76,4,27,0,0,0,0,2.8903717578961645,5956.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
42,56,0,2,1,47,2,74,0,0,0,1,3.1354942159291497,6605.0,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
43,34,1,0,1,67,1,36,0,0,0,0,2.5649493574615367,8274.0,True,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
44,56,1,2,0,58,1,22,0,0,0,0,2.0794415416798357,9878.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False
45,47,0,1,0,84,0,67,1,0,0,0,3.6109179126442243,8442.0,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False
46,25,0,0,1,14,2,25,1,0,0,1,1.0986122886681098,6690.0,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
47,25,0,0,1,36,3,49,1,0,0,1,1.3862943611198906,8397.0,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,True,False,False
48,36,1,1,1,79,1,61,0,0,1,0,2.1972245773362196,9775.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,False,False
49,41,1,0,0,52,0,103,0,0,0,1,3.367295829986474,5586.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
50,55,0,0,1,44,3,64,0,0,1,0,1.9459101490553132,9355.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False
51,48,0,0,1,32,2,71,0,0,0,0,2.9444389791664403,7976.0,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,False,False,True,False
52,21,1,0,0,89,0,12,0,0,0,1,2.4849066497880004,6356.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
53,34,1,1,0,39,0,39,1,0,0,1,3.091042453358316,5967.0,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False
54,28,0,2,0,37,3,33,0,0,0,1,2.5649493574615367,10111.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False
55,26,1,0,0,64,1,57,0,0,1,0,1.3862943611198906,8673.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
56,47,1,3,1,7,0,58,1,0,0,1,3.1354942159291497,5040.0,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,False,False
57,30,0,1,0,87,2,65,1,0,0,0,3.1354942159291497,9894.0,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
58,24,1,0,0,24,3,57,0,0,1,0,2.6390573296152584,6785.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,True,False,False,False,False,False
59,23,0,0,0,15,3,17,0,0,1,1,1.0986122886681098,7368.0,True,False,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False
60,52,1,0,1,16,2,83,0,0,0,0,3.5553480614894135,5154.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True,True,False,False,False,True,False
61,51,1,1,0,63,1,66,0,0,0,0,2.833213344056216,8407.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False
62,50,1,2,1,76,2,100,1,0,0,1,3.091042453358316,4195.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True
63,45,1,0,0,81,2,65,0,0,0,1,1.9459101490553132,4451.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
64,31,0,2,0,58,0,62,1,0,0,1,2.4849066497880004,10122.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,True,False,False
65,50,1,1,1,48,1,84,1,0,1,1,3.58351893845611,7303.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False
66,29,1,0,0,75,1,17,0,1,0,0,2.1972245773362196,7946.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,True,False,False,False
67,27,1,0,1,30,2,20,0,0,0,0,2.70805020110221,6026.0,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False
68,48,1,0,1,13,3,72,0,0,0,0,0.6931471805599453,10135.0,False,False,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False
69,47,1,0,0,35,3,89,0,0,0,1,3.2188758248682006,8631.0,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,True,True,False,False
70,41,0,0,0,8,2,80,0,0,0,0,2.4849066497880004,4431.0,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False
71,53,0,0,1,98,1,69,0,0,1,0,1.0986122886681098,3598.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
72,37,0,0,0,95,5,6,1,0,0,1,1.0986122886681098,7949.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
73,21,0,0,0,44,1,64,0,0,0,1,2.3978952727983707,7967.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False
74,53,0,2,1,68,3,78,0,0,1,0,3.1780538303479458,8876.0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False
75,45,0,0,1,56,3,30,0,0,0,0,3.367295829986474,6628.0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False
76,49,1,1,0,73,0,77,0,0,0,0,2.302585092994046,8340.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
77,37,1,0,0,21,1,69,0,0,0,0,3.1354942159291497,10080.0,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
78,39,1,0,1,26,1,61,0,0,0,0,2.302585092994046,8860.0,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
79,27,1,2,0,41,2,54,0,0,0,1,2.8903717578961645,5678.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
80,58,1,2,0,34,0,87,1,1,1,1,2.70805020110221,8683.0,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
81,49,0,0,0,29,2,58,0,0,0,0,1.0986122886681098,4042.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
82,54,1,0,0,8,0,88,1,0,0,1,3.2188758248682006,9737.0,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
83,38,1,0,1,84,2,20,0,0,0,0,2.9444389791664403,5246.0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False
84,19,0,1,0,19,1,41,0,0,1,0,0.6931471805599453,10141.0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
85,43,1,1,0,50,1,97,0,0,0,1,3.5553480614894135,9033.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False
86,30,1,1,1,68,0,75,0,0,0,0,2.3978952727983707,5397.0,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
87,31,1,0,0,41,0,88,0,0,0,1,2.995732273553991,6135.0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False
88,47,1,0,0,62,0,49,0,0,1,1,3.367295829986474,7063.0,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False
89,58,0,0,0,49,1,67,1,0,0,1,3.713572066704308,6940.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
90,40,1,1,0,69,4,60,0,0,0,1,2.8903717578961645,4733.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False
91,35,1,0,0,26,0,31,0,0,0,1,2.8903717578961645,7625.0,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
92,31,0,0,0,13,4,33,0,0,1,1,1.0986122886681098,6640.0,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
93,31,1,2,1,33,0,69,0,0,1,1,2.1972245773362196,7287.0,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
94,40,1,0,1,57,0,75,0,0,0,0,1.791759469228055,6993.0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False
95,49,0,0,0,62,6,23,0,0,1,1,3.1354942159291497,12041.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False
96,33,0,1,0,21,4,12,0,0,0,0,0.6931471805599453,6534.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False
97,52,1,0,0,61,5,34,0,0,0,1,2.772588722239781,7529.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
98,51,1,1,0,62,0,14,1,0,0,1,2.5649493574615367,4421.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
99,27,0,0,1,53,2,35,0,0,0,1,2.4849066497880004,9197.0,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,True,False
100,58,1,0,1,72,0,38,0,0,0,0,1.9459101490553132,8762.0,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False
101,42,0,1,1,41,3,71,1,0,1,0,2.0794415416798357,8744.0,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False
102,26,1,3,0,91,0,57,1,0,0,0,1.3862943611198906,7406.0,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False
103,37,0,0,0,19,0,16,1,0,0,1,2.0794415416798357,6099.0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False
104,55,1,2,0,27,0,81,0,0,1,1,2.6390573296152584,9626.0,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False
105,46,0,0,0,47,0,84,0,0,0,0,1.9459101490553132,10298.0,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False
106,41,1,1,0,76,1,72,0,0,1,0,1.0986122886681098,8972.0,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
107,58,0,1,1,56,4,52,0,0,0,0,2.70805020110221,9501.0,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False
108,40,0,0,0,58,4,55,0,1,0,0,3.1354942159291497,4023.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
109,53,1,0,0,24,4,47,0,0,0,0,3.7376696182833684,8332.0,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False
110,46,0,0,1,36,1,20,0,0,0,0,2.302585092994046,4237.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False
111,45,1,1,0,53,4,31,0,0,0,0,2.302585092994046,6437.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False
112,56,1,1,0,35,1,80,0,0,0,1,3.4965075614664802,6690.0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False
113,23,1,0,0,74,0,55,0,0,0,0,2.4849066497880004,7038.0,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
114,55,1,0,0,65,0,106,0,0,0,0,3.713572066704308,9177.0,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False
115,48,0,0,0,75,3,90,1,0,0,1,2.995732273553991,8761.0,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True
116,47,1,0,1,93,1,49,0,0,0,1,3.2188758248682006,5428.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
117,26,0,4,0,44,5,35,0,0,0,1,2.1972245773362196,7859.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False
118,21,1,2,0,28,0,53,0,0,0,0,1.6094379124341003,10298.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,False
119,44,1,1,1,23,3,73,0,0,0,1,2.6390573296152584,7430.0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False
120,24,1,2,1,37,0,62,0,0,0,1,1.0986122886681098,4573.0,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False
121,31,1,0,0,76,0,83,1,0,0,1,2.6390573296152584,9434.0,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
122,45,0,2,1,55,1,62,0,0,0,0,3.2188758248682006,4583.0,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
123,19,1,1,1,46,2,27,0,0,1,0,1.3862943611198906,7979.0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False
124,59,0,1,0,32,1,37,0,0,0,0,3.4339872044851463,10166.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
125,50,1,2,0,21,0,80,1,0,0,1,3.58351893845611,5316.0,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False
126,59,1,2,0,64,3,52,0,0,0,0,3.828641396489095,10030.0,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,True,False,False
127,54,1,0,1,86,1,5,0,0,0,0,1.0986122886681098,8736.0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False
128,58,0,0,0,56,3,76,0,1,1,0,3.6888794541139363,6929.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
129,21,1,0,1,54,2,65,0,0,0,0,1.0986122886681098,10167.0,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
130,51,1,0,0,9,1,90,0,0,1,0,2.833213344056216,9063.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,True,False,False
131,45,0,4,0,89,1,80,1,0,0,1,3.044522437723423,8926.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False
132,30,0,0,0,45,1,94,0,1,0,1,2.772588722239781,3204.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
133,29,0,0,0,51,2,45,0,0,0,0,2.4849066497880004,9306.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
134,59,1,0,0,28,1,119,0,0,0,1,3.784189633918261,4862.0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False
135,35,0,4,0,81,5,53,0,0,1,1,3.295836866004329,7576.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False,True,False,False
136,40,0,3,0,87,3,56,0,0,0,1,3.4011973816621555,11735.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
137,20,1,0,0,51,0,62,0,0,0,1,1.0986122886681098,6453.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False
